trade_date,close
2019-07-04,3873.1019
2019-07-05,3893.2025
2019-07-08,3802.7897
2019-07-09,3793.1297
2019-07-10,3786.739
2019-07-11,3785.221
2019-07-12,3808.7311
2019-07-15,3824.1878
2019-07-16,3806.8449
2019-07-17,3804.6384
2019-07-18,3768.4019
2019-07-19,3807.9551
2019-07-22,3781.6832
2019-07-23,3789.9135
2019-07-24,3819.8325
2019-07-25,3851.0665
2019-07-26,3858.5688
2019-07-29,3854.2704
2019-07-30,3870.3176
2019-07-31,3835.3589
2019-08-01,3803.4694
2019-08-02,3747.4379
2019-08-05,3675.6884
2019-08-06,3636.3289
2019-08-07,3621.431
2019-08-08,3669.2936
2019-08-09,3633.5296
2019-08-12,3699.1047
2019-08-13,3665.7515
2019-08-14,3682.4015
2019-08-15,3694.0006
2019-08-16,3710.5386
2019-08-19,3791.0946
2019-08-20,3787.7324
2019-08-21,3781.7579
2019-08-22,3793.5061
2019-08-23,3820.8638
2019-08-26,3765.9105
2019-08-27,3816.9459
2019-08-28,3802.5844
2019-08-29,3790.1867
2019-08-30,3799.5863
2019-09-02,3848.3198
2019-09-03,3853.6106
2019-09-04,3886.0012
2019-09-05,3925.323
2019-09-06,3948.5075
2019-09-09,3972.9484
2019-09-10,3959.265
2019-09-11,3930.0999
2019-09-12,3972.3799
2019-09-16,3957.7154
2019-09-17,3891.2208
2019-09-18,3910.0837
2019-09-19,3924.3823
2019-09-20,3935.6511
2019-09-23,3890.6616
2019-09-24,3901.0758
2019-09-25,3870.9837
2019-09-26,3841.1388
2019-09-27,3852.6534
2019-09-30,3814.5282
2019-10-08,3837.6791
2019-10-09,3843.2392
2019-10-10,3874.6391
2019-10-11,3911.7253
2019-10-14,3953.2411
2019-10-15,3936.2498
2019-10-16,3922.6854
2019-10-17,3925.2216
2019-10-18,3869.3777
2019-10-21,3880.8398
2019-10-22,3895.8809
2019-10-23,3871.0848
2019-10-24,3870.6678
2019-10-25,3896.7923
2019-10-28,3926.585
2019-10-29,3910.226
2019-10-30,3891.2255
2019-10-31,3886.7519
2019-11-01,3952.3872
2019-11-04,3978.1216
2019-11-05,4002.8128
2019-11-06,3984.8816
2019-11-07,3991.8749
2019-11-08,3973.0107
2019-11-11,3902.9783
2019-11-12,3903.6888
2019-11-13,3899.9815
2019-11-14,3905.857
2019-11-15,3877.0892
2019-11-18,3907.9291
2019-11-19,3947.0392
2019-11-20,3907.8641
2019-11-21,3889.598
2019-11-22,3849.9948
2019-11-25,3878.2061
2019-11-26,3891.6533
2019-11-27,3875.6186
2019-11-28,3862.3029
2019-11-29,3828.6706
2019-12-02,3836.0589
2019-12-03,3851.0873
2019-12-04,3849.819
2019-12-05,3879.3638
2019-12-06,3902.3853
2019-12-09,3895.4468
2019-12-10,3900.3843
2019-12-11,3902.7492
2019-12-12,3891.0242
2019-12-13,3968.2211
2019-12-16,3987.5464
2019-12-17,4041.7996
2019-12-18,4032.7826
2019-12-19,4027.1495
2019-12-20,4017.2527
2019-12-23,3967.0962
2019-12-24,3992.9581
2019-12-25,3990.8671
2019-12-26,4025.9879
2019-12-27,4022.0278
2019-12-30,4081.6334
2019-12-31,4096.5821
2020-01-02,4152.2408
2020-01-03,4144.9649
2020-01-06,4129.2954
2020-01-07,4160.2274
2020-01-08,4112.3172
2020-01-09,4164.3697
2020-01-10,4163.1849
2020-01-13,4203.9883
2020-01-14,4189.8862
2020-01-15,4166.7344
2020-01-16,4149.0434
2020-01-17,4154.853
2020-01-20,4185.8304
2020-01-21,4114.3085
2020-01-22,4131.9311
2020-01-23,4003.9013
2020-02-03,3688.3578
2020-02-04,3785.6376
2020-02-05,3828.5272
2020-02-06,3899.7751
2020-02-07,3899.8693
2020-02-10,3916.0052
2020-02-11,3952.4643
2020-02-12,3984.4325
2020-02-13,3959.9188
2020-02-14,3987.7342
2020-02-17,4077.4241
2020-02-18,4057.5108
2020-02-19,4051.3107
2020-02-20,4144.6561
2020-02-21,4149.4903
2020-02-24,4132.8388
2020-02-25,4123.8543
2020-02-26,4073.0152
2020-02-27,4084.8759
2020-02-28,3940.0488
2020-03-02,4069.6662
2020-03-03,4091.3615
2020-03-04,4115.0524
2020-03-05,4206.7251
2020-03-06,4138.5072
2020-03-09,3997.1325
2020-03-10,4082.7315
2020-03-11,4028.4289
2020-03-12,3950.9111
2020-03-13,3895.3128
2020-03-16,3727.8398
2020-03-17,3709.6822
2020-03-18,3636.2565
2020-03-19,3589.0926
2020-03-20,3653.2239
2020-03-23,3530.3058
2020-03-24,3625.1146
2020-03-25,3722.5181
2020-03-26,3698.0472
2020-03-27,3710.0605
2020-03-30,3674.1108
2020-03-31,3686.1551
2020-04-01,3675.0758
2020-04-02,3734.5306
2020-04-03,3713.2183
2020-04-07,3798.0214
2020-04-08,3780.3445
2020-04-09,3792.8105
2020-04-10,3769.1782
2020-04-13,3753.2566
2020-04-14,3825.6991
2020-04-15,3797.3623
2020-04-16,3802.3806
2020-04-17,3839.4871
2020-04-20,3853.4551
2020-04-21,3808.0474
2020-04-22,3839.3834
2020-04-23,3829.7525
2020-04-24,3796.9721
2020-04-27,3822.769
2020-04-28,3849.1465
2020-04-29,3867.032
2020-04-30,3912.5772
2020-05-06,3936.2539
2020-05-07,3924.8946
2020-05-08,3963.6217
2020-05-11,3960.1803
2020-05-12,3960.2378
2020-05-13,3968.2529
2020-05-14,3925.2177
2020-05-15,3912.8159
2020-05-18,3922.9117
2020-05-19,3956.2495
2020-05-20,3935.222
2020-05-21,3913.7949
2020-05-22,3824.064
2020-05-25,3829.3245
2020-05-26,3872.7701
2020-05-27,3845.6135
2020-05-28,3856.6324
2020-05-29,3867.0232
2020-06-01,3971.3402
2020-06-02,3983.5677
2020-06-03,3983.6477
2020-06-04,3982.1851
2020-06-05,4001.2509
2020-06-08,4021.9549
2020-06-09,4047.0293
2020-06-10,4039.7051
2020-06-11,3995.8846
2020-06-12,4003.0829
2020-06-15,3954.9883
2020-06-16,4014.5702
2020-06-17,4017.5941
2020-06-18,4044.3842
2020-06-19,4098.7095
2020-06-22,4102.0459
2020-06-23,4121.7944
2020-06-24,4138.9895
2020-06-29,4109.7164
2020-06-30,4163.9637
2020-07-01,4247.7835
2020-07-02,4335.8445
2020-07-03,4419.5955
2020-07-06,4670.0949
2020-07-07,4698.1264
